RESIDENTIAL,PUBLIC_AND_BUSINESS,INDUSTRIAL,ENGINEERING_AND_TRANSPORTATION,RECREATIONAL,AGRICULTURAL,SPECIAL_PURPOSE
1.0,0.5172413793103449,0.18181818181818182,0.24242424242424243,0.3484848484848485,0.2878787878787879,0.06060606060606061
0.5172413793103449,1.0,0.3218390804597701,0.25287356321839083,0.4367816091954023,0.27586206896551724,0.06896551724137931
0.18181818181818182,0.3218390804597701,1.0,0.543859649122807,0.17543859649122806,0.45614035087719296,0.14035087719298245
0.24242424242424243,0.25287356321839083,0.543859649122807,1.0,0.16326530612244897,0.25925925925925924,0.2
0.3484848484848485,0.4367816091954023,0.17543859649122806,0.16326530612244897,1.0,0.2777777777777778,0.061224489795918366
0.2878787878787879,0.27586206896551724,0.45614035087719296,0.25925925925925924,0.2777777777777778,1.0,0.1111111111111111
0.06060606060606061,0.06896551724137931,0.14035087719298245,0.2,0.061224489795918366,0.1111111111111111,1.0
